196.048284	67.8049	0.21165	0.205552	0.211596	0.204863	2.822839	2.93544	2.765688	2.965155	0.696431	0.998432	0.531298	1.136067	0.058677	0.058073	0.058938	0.057827
155.007759	62.465118	0.039785	0.032409	0.040307	0.033516	3.58364	3.809925	3.574185	3.771031	0.642109	1.073758	0.613099	1.005344	0.064883	0.063985	0.064971	0.064136
160.208188	56.665943	0.032997	0.025492	0.032521	0.027283	3.743966	4.005952	3.747382	3.948788	0.880592	1.542447	0.858254	1.414141	0.077215	0.075123	0.077295	0.075534
171.068706	70.253385	0.084127	0.077794	0.08452	0.077941	3.457864	3.641356	3.445207	3.645825	0.889029	1.442655	0.856757	1.525335	0.053055	0.052216	0.053067	0.052094
173.607787	70.511007	0.103456	0.097853	0.103533	0.095421	3.313521	3.479926	3.302455	3.511558	0.883312	1.434099	0.851895	1.552296	0.053221	0.052439	0.053211	0.052262
171.323437	65.257957	0.088665	0.082379	0.089244	0.081734	3.358364	3.53639	3.349998	3.559333	0.815035	1.337355	0.81629	1.501178	0.062379	0.061329	0.062355	0.060994
186.996523	67.638169	0.127699	0.121427	0.128005	0.121641	3.152205	3.316305	3.122641	3.309253	0.738896	1.210882	0.618381	1.121807	0.058092	0.057286	0.058242	0.057444
126.836496	50.981753	0.051304	0.04455	0.053438	0.041538	3.324912	3.468159	3.276201	3.528996	0.426067	0.594998	0.369939	0.665496	0.095883	0.095098	0.096036	0.09476
201.231265	65.108802	0.242266	0.236143	0.242339	0.235848	2.668064	2.806677	2.677269	2.824536	0.599544	1.044421	0.64145	1.106864	0.064309	0.063258	0.063949	0.063124
163.456726	60.48506	0.048458	0.039618	0.047531	0.040142	3.463919	3.68858	3.470898	3.673673	0.612979	1.006297	0.597251	1.007519	0.069346	0.068484	0.069507	0.068481
152.248034	69.295068	0.067864	0.06311	0.070975	0.060648	3.493939	3.613642	3.416041	3.697043	1.097463	1.471534	0.871863	1.946036	0.054217	0.05364	0.05456	0.052897
165.53383	63.282073	0.060472	0.053594	0.061822	0.05301	3.497801	3.667712	3.436429	3.689603	0.976834	1.481967	0.793096	1.591764	0.064006	0.062943	0.06443	0.062701
159.356661	37.651437	0.067586	0.05983	0.068892	0.055906	3.06935	3.205259	3.041488	3.266052	0.346351	0.485742	0.320691	0.528008	0.173793	0.171818	0.173664	0.171136
143.670967	51.407092	0.034154	0.030374	0.036925	0.026874	3.709942	3.813796	3.610138	3.950102	0.90185	1.140019	0.683811	1.521676	0.091857	0.090826	0.093005	0.089064
139.948543	57.056689	0.047829	0.040183	0.048608	0.039268	3.482708	3.685701	3.470346	3.706969	0.589299	0.96262	0.566974	0.995523	0.076484	0.075282	0.076438	0.075181
189.137307	71.756325	0.207155	0.200309	0.205303	0.197043	2.796369	2.942767	2.821952	2.994843	0.835707	1.397336	0.865944	1.616886	0.052377	0.051588	0.052243	0.05127
163.173726	65.428805	0.044112	0.039216	0.046124	0.036648	3.625807	3.771721	3.543823	3.822805	0.833122	1.213097	0.622884	1.250566	0.059197	0.058481	0.059464	0.058413
147.598948	55.546358	0.029418	0.025157	0.033854	0.02444	3.826198	3.973883	3.676634	4.011706	0.95308	1.30617	0.661168	1.430572	0.078941	0.077815	0.079949	0.077394
178.038831	63.988441	0.114188	0.105971	0.113589	0.106413	3.226003	3.404101	3.220806	3.414884	0.934787	1.559298	0.878535	1.59936	0.065169	0.063857	0.065327	0.063763
163.381882	69.981219	0.071235	0.065223	0.072455	0.065899	3.493031	3.677031	3.464114	3.672351	0.870687	1.411857	0.813555	1.470338	0.05331	0.052466	0.053381	0.052379
128.712163	51.639124	0.037155	0.029213	0.036558	0.029725	3.591166	3.846396	3.61178	3.795928	0.591724	1.093771	0.631166	0.909995	0.092734	0.090406	0.092511	0.091242
161.658754	63.299974	0.054953	0.049862	0.056378	0.045114	3.415775	3.528234	3.375491	3.645544	0.645219	0.874044	0.556682	1.151634	0.062413	0.061972	0.06261	0.061407
138.953717	49.801119	0.037371	0.028685	0.037355	0.030833	3.611926	3.859384	3.592623	3.803651	0.746168	1.265028	0.696082	1.15549	0.098668	0.095936	0.098773	0.096512
